file_id,organism,locus_tag,ess,conf,conf_aamean,conf_bos,conf_eos,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.8164248,0.6072535,0.7860138,0.26508257,0.6186936675
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.016749658,0.06755967,0.04482489,0.10934347,0.059619422
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.17495458,0.039856136,0.0029406587,0.062008116,0.069939872675
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.0042640595,0.0031673291,0.043419875,0.016102618,0.016738470399999997
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.02389841,0.008312511,0.014353725,0.017999206,0.016140962999999998
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.018124186,0.003540077,0.0087937275,0.026047975,0.014126491375
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.1870422,0.02237788,0.08893377,0.027284967,0.08140970424999999
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.1243332,0.2055401,0.0059911935,0.12093845,0.11420073587500001
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.0021996892,0.091955654,0.019550053,0.25764656,0.09283798905
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.0013063871,0.09819964,0.10965127,0.029261842,0.059604784775
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.021954251,0.0051229903,0.03605561,0.0059750318,0.017276970775
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.009882855,0.18551062,0.0012006458,0.010747217,0.05183533445
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.0057141017,0.015990041,0.08610456,0.04959833,0.039351758175
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.0021644053,0.0027264915,0.022372324,0.013170636,0.0101084642
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.11124663,0.018750992,0.026577964,0.09369377,0.062567339
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.93037874,0.8711967,0.9483314,0.9956683,0.9363937850000001
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.002836136,0.03634214,0.07640725,0.08048703,0.049018139
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.0136753535,0.085011415,0.661739,0.02209147,0.195629309625
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.5572427,0.53359824,0.711511,0.24015196,0.5106259750000001
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.6923845,0.7812698,0.5657593,0.57305074,0.653116085
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.6136881,0.6419546,0.7546367,0.45354438,0.615955945
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.99653697,0.98855966,0.99017006,0.98024195,0.9888771599999999
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.051979486,0.017595353,0.061965354,0.008762758,0.03507573775
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.06690481,0.032529388,0.023925016,0.095929116,0.054822082499999994
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.028177593,0.013477693,0.103282824,0.0011320356,0.0365175364
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.010814582,0.0018714587,0.008755832,0.005913367,0.006838809925
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.007118213,0.010702311,0.30274585,0.09791987,0.104621561
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.32148823,0.011327646,0.0026160306,0.0014632493,0.084223788975
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.010859722,0.049485322,0.008997709,0.0013703724,0.017678281350000002
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.0005666391,0.0027793439,0.041906424,0.09855221,0.03595115425
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.011838379,0.045393918,0.026401535,0.1886268,0.068065158
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.003098919,0.02953284,0.00080636324,0.00019498689,0.008408277282500001
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.013669308,0.002656078,0.032846317,0.011775468,0.015236792749999999
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.00096392934,0.012212112,0.031337485,0.0006742991,0.011296956359999999
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.19399793,0.55453247,0.5899247,0.037492864,0.343986991
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.39768314,0.60639316,0.55415064,0.2501147,0.45208541
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.03072707,0.026967278,0.14063184,0.0034869947,0.050453295675
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.26464683,0.38703245,0.079832196,0.012525815,0.18600932275
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.32163998,0.6763746,0.81455743,0.59042263,0.60074866
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.010545687,0.009418483,0.0007998755,0.091199584,0.027990907375
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.05267682,0.51950806,0.35126644,0.042439315,0.24147265875
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.26079604,0.30465195,0.046438858,0.0445799,0.164116687
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.009532881,0.014521413,0.003957418,0.0144131435,0.010606213875
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.7439702,0.38583302,0.71406895,0.9648587,0.7021827174999999
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.58773196,0.73592687,0.32295677,0.7825756,0.6072978
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.964793,0.9204164,0.8978026,0.96448666,0.9368746649999999
C018,Escherichia coli K-12 BW25113,BW25113_0084,1,0.9828304,0.98670083,0.980839,0.9957379,0.9865270325
C018,Escherichia coli K-12 BW25113,BW25113_0085,1,0.98138577,0.9707615,0.9878349,0.97312003,0.9782755500000001
C018,Escherichia coli K-12 BW25113,BW25113_0086,1,0.9291315,0.95448196,0.995911,0.9527732,0.958074415
C018,Escherichia coli K-12 BW25113,BW25113_0087,1,0.98059386,0.9761841,0.9870646,0.9878016,0.9829110400000001
C018,Escherichia coli K-12 BW25113,BW25113_0088,1,0.99430424,0.9762453,0.99411434,0.91425854,0.969730605
C018,Escherichia coli K-12 BW25113,BW25113_0089,1,0.9826707,0.93111914,0.9729677,0.9830414,0.967449735
C018,Escherichia coli K-12 BW25113,BW25113_0090,1,0.8996442,0.90393555,0.9743171,0.97803545,0.938983075
C018,Escherichia coli K-12 BW25113,BW25113_0091,1,0.931523,0.985786,0.92122334,0.9546497,0.94829551
C018,Escherichia coli K-12 BW25113,BW25113_0092,0,0.9502878,0.900884,0.9095711,0.85501033,0.9039383075
C018,Escherichia coli K-12 BW25113,BW25113_0093,1,0.9513737,0.7643567,0.99018025,0.95018655,0.9140242999999999
C018,Escherichia coli K-12 BW25113,BW25113_0094,1,0.99790937,0.9954471,0.9880127,0.9905256,0.9929736925000001
C018,Escherichia coli K-12 BW25113,BW25113_0095,1,0.9726582,0.948618,0.97947687,0.985864,0.9716542675
C018,Escherichia coli K-12 BW25113,BW25113_0096,1,0.9724668,0.9350913,0.9830239,0.99142355,0.9705013874999999
C018,Escherichia coli K-12 BW25113,BW25113_0097,1,0.012340953,0.0015104675,0.0033257976,0.00088253483,0.0045149382325
C018,Escherichia coli K-12 BW25113,BW25113_0098,1,0.93954027,0.95890003,0.8785209,0.9747975,0.937939675
C018,Escherichia coli K-12 BW25113,BW25113_0099,0,0.09279264,0.113398015,0.72759163,0.31576154,0.31238595625
C018,Escherichia coli K-12 BW25113,BW25113_0101,0,0.04017195,0.09810221,0.35435423,0.5743334,0.2667404475
C018,Escherichia coli K-12 BW25113,BW25113_0102,0,0.026024563,0.06764623,0.09630952,0.008421964,0.049600569250000004
C018,Escherichia coli K-12 BW25113,BW25113_0103,0,0.95805204,0.9487891,0.99566084,0.99522483,0.9744317025
C018,Escherichia coli K-12 BW25113,BW25113_0104,0,0.17635481,0.25607184,0.10357568,0.131442,0.16686108250000004
C018,Escherichia coli K-12 BW25113,BW25113_0106,0,0.030669712,0.018375602,0.03249313,0.055719197,0.034314410249999996
C018,Escherichia coli K-12 BW25113,BW25113_0107,0,0.0029646829,0.0028104298,0.06576916,0.04644064,0.029496228175
C018,Escherichia coli K-12 BW25113,BW25113_0108,0,3.0202875e-06,0.00066715555,0.00020548851,0.00070245215,0.000394529124375
C018,Escherichia coli K-12 BW25113,BW25113_0109,0,0.1659227,0.35054716,0.32294628,0.22530645,0.2661806475
C018,Escherichia coli K-12 BW25113,BW25113_0110,0,0.0009145505,0.011968122,0.01222258,0.11704229,0.035536885625
C018,Escherichia coli K-12 BW25113,BW25113_0111,0,0.036438845,0.035498623,0.0015274195,0.00536382,0.019707176875000003
C018,Escherichia coli K-12 BW25113,BW25113_0112,0,0.4036015,0.1315206,0.0019927276,0.0037784602,0.13522332194999998
C018,Escherichia coli K-12 BW25113,BW25113_0113,0,0.24636923,0.018226389,0.0017334512,0.049477026,0.07895152405
C018,Escherichia coli K-12 BW25113,BW25113_0114,0,0.8886918,0.7656289,0.5562717,0.7655562,0.74403715
C018,Escherichia coli K-12 BW25113,BW25113_0115,0,0.961558,0.8089317,0.93094814,0.8760533,0.8943727850000001
C018,Escherichia coli K-12 BW25113,BW25113_0116,0,0.9567512,0.97050744,0.97448,0.9820634,0.97095051
C018,Escherichia coli K-12 BW25113,BW25113_0117,0,0.0034197418,0.0009203509,0.0022381502,0.0007274134,0.0018264140749999999
C018,Escherichia coli K-12 BW25113,BW25113_0118,0,0.8956943,0.77904826,0.6320823,0.84518075,0.7880014025
C018,Escherichia coli K-12 BW25113,BW25113_0119,0,0.0043615,0.001867734,3.765982e-05,0.00028049806,0.0016368479700000001
C018,Escherichia coli K-12 BW25113,BW25113_0120,0,0.016711848,0.005687355,0.005318339,0.048798967,0.01912912725
C018,Escherichia coli K-12 BW25113,BW25113_0121,0,0.021172045,0.06288814,0.06226262,0.07015257,0.05411884375
C018,Escherichia coli K-12 BW25113,BW25113_0122,0,0.0012066662,0.00016775077,0.004438156,0.0003759667,0.0015471349175000002
C018,Escherichia coli K-12 BW25113,BW25113_0123,0,0.00014704035,0.0075185113,0.0022334866,0.002262103,0.0030402853124999996
C018,Escherichia coli K-12 BW25113,BW25113_0124,0,0.3774317,0.5204211,0.20977773,0.35326102,0.3652228874999999
C018,Escherichia coli K-12 BW25113,BW25113_0125,0,0.15522517,0.09668663,0.2318737,0.07116513,0.1387376575
C018,Escherichia coli K-12 BW25113,BW25113_0126,1,0.872664,0.74895173,0.9814538,0.8924689,0.8738846075
C018,Escherichia coli K-12 BW25113,BW25113_0127,0,0.11636086,0.13505803,0.050602388,0.10026499,0.100571567
C018,Escherichia coli K-12 BW25113,BW25113_0128,0,0.44437498,0.17301378,0.2870911,0.100925796,0.251351414
C018,Escherichia coli K-12 BW25113,BW25113_0129,0,0.0032478925,0.002158117,0.037835274,0.009054948,0.013074057875000001
C018,Escherichia coli K-12 BW25113,BW25113_0130,0,0.62243605,0.2233275,0.017937409,0.03504229,0.22468581225
C018,Escherichia coli K-12 BW25113,BW25113_0131,0,0.08033171,0.19920506,0.061272375,0.102980725,0.1109474675
C018,Escherichia coli K-12 BW25113,BW25113_0132,0,0.0021167477,0.006060638,0.0038795993,0.006478272,0.00463381425
C018,Escherichia coli K-12 BW25113,BW25113_0133,0,0.9014182,0.91119504,0.70125085,0.35359374,0.7168644574999999
C018,Escherichia coli K-12 BW25113,BW25113_0134,0,0.717084,0.52703965,0.6677754,0.12529929,0.509299585
C018,Escherichia coli K-12 BW25113,BW25113_0135,0,0.0020101785,0.0036437982,0.019275203,0.00021008511,0.006284816202500001
C018,Escherichia coli K-12 BW25113,BW25113_0136,0,0.0001119658,0.00020696284,0.0010454147,7.2177965e-05,0.00035913032625
C018,Escherichia coli K-12 BW25113,BW25113_0137,0,1.1626375e-05,3.3291726e-06,0.004201837,5.7483103e-06,0.001055635214475
C018,Escherichia coli K-12 BW25113,BW25113_0138,0,0.00034422125,0.0009924505,0.0013267639,1.0419543e-05,0.0006684637982499998
C018,Escherichia coli K-12 BW25113,BW25113_0139,0,0.059708327,0.23260823,0.055329766,0.0047936677,0.088109997675
C018,Escherichia coli K-12 BW25113,BW25113_0140,0,0.032696705,0.5525439,0.021914741,0.22813214,0.2088218715
C018,Escherichia coli K-12 BW25113,BW25113_0141,0,6.0113824e-05,0.000566218,0.00070763426,0.0012508729,0.000646209746
C018,Escherichia coli K-12 BW25113,BW25113_0142,1,0.52792263,0.69590944,0.6376371,0.62501895,0.6216220299999999
C018,Escherichia coli K-12 BW25113,BW25113_0143,0,0.6664244,0.69641626,0.5007849,0.37679973,0.5601063225
C018,Escherichia coli K-12 BW25113,BW25113_0144,0,0.09846323,0.040433493,0.61279196,0.018452192,0.19253521875000001
C018,Escherichia coli K-12 BW25113,BW25113_0145,0,0.55535734,0.58661133,0.30619982,0.4379285,0.4715242475
C018,Escherichia coli K-12 BW25113,BW25113_0146,0,0.08103191,0.041618157,0.012968286,0.008126385,0.035936184499999996
C018,Escherichia coli K-12 BW25113,BW25113_0147,0,0.12718746,0.0668201,0.02633206,0.039352346,0.0649229915
C018,Escherichia coli K-12 BW25113,BW25113_0148,0,0.027668642,0.0036491286,0.044389524,0.017156733,0.023216006900000002
C018,Escherichia coli K-12 BW25113,BW25113_0149,0,0.1987427,0.18320432,0.060452547,0.062908456,0.12632700575
C018,Escherichia coli K-12 BW25113,BW25113_0150,0,0.045918398,0.07440771,0.019696733,6.903778e-05,0.035022969695
C018,Escherichia coli K-12 BW25113,BW25113_0151,0,0.012311914,0.014593224,0.0063662757,0.04734133,0.020153185925
C018,Escherichia coli K-12 BW25113,BW25113_0152,0,0.1998471,0.006363936,4.9702827e-05,0.08186902,0.07203243970675
C018,Escherichia coli K-12 BW25113,BW25113_0153,0,0.0061515253,0.02104404,0.4393771,0.015201586,0.120443562825
C018,Escherichia coli K-12 BW25113,BW25113_0154,1,0.93246573,0.70826644,0.7608,0.7042199,0.7764380175000001
C018,Escherichia coli K-12 BW25113,BW25113_0155,0,0.08204927,0.022621218,0.02021338,0.056372315,0.04531404575
C018,Escherichia coli K-12 BW25113,BW25113_0156,1,0.9487991,0.960063,0.9110031,0.91571975,0.9338962375
C018,Escherichia coli K-12 BW25113,BW25113_0157,0,0.029489445,0.021334149,0.002956795,0.011207728,0.01624702925
C018,Escherichia coli K-12 BW25113,BW25113_0158,0,0.0099237515,0.031715155,0.0027393678,0.030279905,0.018664544825
C018,Escherichia coli K-12 BW25113,BW25113_0159,0,0.9610552,0.6478643,0.96152097,0.9845573,0.8887494425
C018,Escherichia coli K-12 BW25113,BW25113_0160,0,0.0021201698,0.0034000003,0.06954284,0.00026906864,0.018833019684999997
C018,Escherichia coli K-12 BW25113,BW25113_0161,0,0.36863592,0.4475422,0.19380304,0.119337864,0.282329756
C018,Escherichia coli K-12 BW25113,BW25113_0162,0,0.07508539,0.0032718752,0.03261808,0.011307062,0.0305706018
C018,Escherichia coli K-12 BW25113,BW25113_0163,0,0.14546831,0.07080158,0.1269612,0.031639885,0.09371774374999998
C018,Escherichia coli K-12 BW25113,BW25113_0164,0,0.47427136,0.44135153,0.06143388,0.00022551567,0.2443205714175
C018,Escherichia coli K-12 BW25113,BW25113_0166,1,0.93545514,0.8764358,0.92394423,0.89608765,0.907980705
C018,Escherichia coli K-12 BW25113,BW25113_0167,0,0.62536424,0.61038244,0.20540828,0.597205,0.50958999
C018,Escherichia coli K-12 BW25113,BW25113_0168,1,0.97623426,0.9511042,0.9713722,0.9428713,0.96039549
C018,Escherichia coli K-12 BW25113,BW25113_0169,1,0.90169233,0.9286529,0.95587045,0.946244,0.9331149200000001
C018,Escherichia coli K-12 BW25113,BW25113_0170,1,0.9539447,0.9757824,0.9185709,0.89070624,0.93475106
C018,Escherichia coli K-12 BW25113,BW25113_0171,1,0.9804967,0.9681202,0.9869125,0.99272436,0.98206344
C018,Escherichia coli K-12 BW25113,BW25113_0172,1,0.93767613,0.9248859,0.88530344,0.9937645,0.9354074925000001
C018,Escherichia coli K-12 BW25113,BW25113_0173,1,0.9732333,0.9680191,0.9642901,0.99616027,0.9754256925
C018,Escherichia coli K-12 BW25113,BW25113_0174,1,0.89252853,0.93115324,0.9931097,0.9475227,0.9410785425
C018,Escherichia coli K-12 BW25113,BW25113_0175,1,0.9943146,0.99124724,0.97838634,0.97925526,0.98580086
C018,Escherichia coli K-12 BW25113,BW25113_0176,1,0.9392886,0.9780975,0.9655534,0.991516,0.968613875
C018,Escherichia coli K-12 BW25113,BW25113_0177,1,0.9751971,0.9906623,0.98978454,0.9853328,0.985244185
C018,Escherichia coli K-12 BW25113,BW25113_0178,0,0.69564164,0.6102155,0.8044641,0.81184155,0.7305406975000001
C018,Escherichia coli K-12 BW25113,BW25113_0179,1,0.9921182,0.98929685,0.98640835,0.7493476,0.92929275
C018,Escherichia coli K-12 BW25113,BW25113_0180,1,0.9520624,0.9934411,0.898663,0.98722804,0.957848635
C018,Escherichia coli K-12 BW25113,BW25113_0181,1,0.9952426,0.9940789,0.99179816,0.86399174,0.96127785
C018,Escherichia coli K-12 BW25113,BW25113_0182,1,0.9727534,0.9934989,0.8822365,0.9361853,0.9461685249999999
C018,Escherichia coli K-12 BW25113,BW25113_0183,0,0.5317202,0.74977666,0.23354818,0.4809761,0.49900528499999997
C018,Escherichia coli K-12 BW25113,BW25113_0184,1,0.9575728,0.946269,0.9707479,0.9914465,0.96650905
C018,Escherichia coli K-12 BW25113,BW25113_0185,1,0.91003305,0.8998177,0.87354606,0.98599917,0.917348995
C018,Escherichia coli K-12 BW25113,BW25113_0186,0,0.000536076,0.0025027655,0.005516149,0.021361072,0.007479015625
C018,Escherichia coli K-12 BW25113,BW25113_0187,0,0.0020355987,0.004379406,0.005266427,0.0011270692,0.0032021252249999996
C018,Escherichia coli K-12 BW25113,BW25113_0188,1,0.90898323,0.92942685,0.9915798,0.9302519,0.9400604450000001
C018,Escherichia coli K-12 BW25113,BW25113_0189,0,0.398473,0.22285528,0.21207835,0.060815163,0.22355544824999998
C018,Escherichia coli K-12 BW25113,BW25113_0190,0,0.027449952,0.002253757,0.41325724,0.01802149,0.11524560975
C018,Escherichia coli K-12 BW25113,BW25113_0191,0,0.007627802,0.0033120385,0.0051999763,0.036892246,0.0132580157
C018,Escherichia coli K-12 BW25113,BW25113_0192,0,0.008402097,0.016306454,0.016882196,0.0072876387,0.012219596425
C018,Escherichia coli K-12 BW25113,BW25113_0193,0,0.093536384,0.09906316,0.027165793,0.048087034,0.06696309275000001
C018,Escherichia coli K-12 BW25113,BW25113_0194,1,0.9763604,0.9160643,0.95207167,0.94608206,0.9476446075
C018,Escherichia coli K-12 BW25113,BW25113_0195,0,0.21194679,0.047319066,0.2031623,0.030960277,0.12334710824999999
C018,Escherichia coli K-12 BW25113,BW25113_0196,0,0.0039239884,0.00014643687,0.0012873447,1.9718795e-05,0.00134437219125
C018,Escherichia coli K-12 BW25113,BW25113_0197,0,0.027880613,0.03310393,0.003676865,0.014503805,0.019791303249999996
C018,Escherichia coli K-12 BW25113,BW25113_0198,0,0.04638618,0.034515887,0.06917104,0.073800094,0.05596830024999999
C018,Escherichia coli K-12 BW25113,BW25113_0199,0,0.030752119,0.012494788,0.08031127,0.04062791,0.04104652175
C018,Escherichia coli K-12 BW25113,BW25113_0200,0,0.29700863,0.018674338,0.17912607,0.111914836,0.15168096849999999
C018,Escherichia coli K-12 BW25113,BW25113_0207,0,0.0024082852,0.064491406,0.07604286,0.0006849092,0.0359068651
C018,Escherichia coli K-12 BW25113,BW25113_0208,0,0.147728,0.0066759884,0.16311164,0.0049846177,0.08062506152500001
C018,Escherichia coli K-12 BW25113,BW25113_0209,0,0.008128268,0.082499,0.123332195,0.13024299,0.08605061325
C018,Escherichia coli K-12 BW25113,BW25113_0210,0,0.0114969,0.007654062,0.11016331,0.2630402,0.098088618
C018,Escherichia coli K-12 BW25113,BW25113_0211,0,0.0860762,0.017565055,0.02612122,0.00035277577,0.0325288126925
C018,Escherichia coli K-12 BW25113,BW25113_0212,0,0.63149977,0.6776056,0.15839471,0.59004986,0.5143874850000001
C018,Escherichia coli K-12 BW25113,BW25113_0213,0,0.038071085,0.0046620285,0.0027473725,0.022507066,0.016996887999999998
C018,Escherichia coli K-12 BW25113,BW25113_0214,0,0.40333247,0.43087527,0.12976415,0.4128071,0.3441947475
C018,Escherichia coli K-12 BW25113,BW25113_0215,0,0.831733,0.9349697,0.94822735,0.930935,0.9114662625
C018,Escherichia coli K-12 BW25113,BW25113_0217,0,0.004160574,0.008028834,0.06083588,0.0062673716,0.019823164900000002
C018,Escherichia coli K-12 BW25113,BW25113_0218,0,0.0009517274,0.029579133,0.014886777,0.0027013854,0.0120297557
C018,Escherichia coli K-12 BW25113,BW25113_0219,0,0.0008285721,0.00059745467,0.002827092,0.009980592,0.0035584276925
C018,Escherichia coli K-12 BW25113,BW25113_0220,0,0.09044579,0.00174182,0.010798514,1.0731494e-05,0.025749213873499998
C018,Escherichia coli K-12 BW25113,BW25113_0221,0,0.0057491018,0.047634304,0.16063367,0.07576045,0.07244438145
C018,Escherichia coli K-12 BW25113,BW25113_0222,0,0.90506697,0.85734034,0.8238433,0.852155,0.8596014025000001
C018,Escherichia coli K-12 BW25113,BW25113_0223,0,0.0012369981,0.0015014067,0.014715369,0.029724227,0.0117945002
C018,Escherichia coli K-12 BW25113,BW25113_0224,0,0.023955228,0.0007262414,0.00082282803,0.00075896183,0.0065658148149999995
C018,Escherichia coli K-12 BW25113,BW25113_0225,0,0.020988125,0.099033475,0.22016962,0.005040808,0.086308007
C018,Escherichia coli K-12 BW25113,BW25113_0226,0,0.624987,0.020811811,0.09160997,0.10134269,0.20968786774999998
C018,Escherichia coli K-12 BW25113,BW25113_0227,0,0.052221075,0.02498247,0.007104399,0.0015789295,0.021471718375
C018,Escherichia coli K-12 BW25113,BW25113_0228,0,0.012756893,7.62663e-05,0.00085150835,0.0009837422,0.0036671024625000003
C018,Escherichia coli K-12 BW25113,BW25113_0229,0,0.33654788,0.20023817,0.22977482,0.73198766,0.37463713249999997
C018,Escherichia coli K-12 BW25113,BW25113_0230,0,0.059456587,0.04525509,0.36274013,0.024642576,0.12302359574999999
C018,Escherichia coli K-12 BW25113,BW25113_0231,0,0.007999349,0.0024007827,0.0054541095,0.015149521,0.00775094055
C018,Escherichia coli K-12 BW25113,BW25113_0232,0,0.31575868,0.37476075,0.7493454,0.11236891,0.388058435
C018,Escherichia coli K-12 BW25113,BW25113_0233,0,0.10768043,0.05189651,0.3236822,0.05203868,0.13382445499999998
C018,Escherichia coli K-12 BW25113,BW25113_0234,0,0.72663957,0.009027575,0.008715635,0.13983089,0.22105341750000002
C018,Escherichia coli K-12 BW25113,BW25113_0235,0,0.1603956,0.26371226,0.30168256,0.31637105,0.2605403675
C018,Escherichia coli K-12 BW25113,BW25113_0236,0,0.011496704,0.009322128,0.06175533,0.0031887493,0.021440727825000002
C018,Escherichia coli K-12 BW25113,BW25113_0237,0,0.41063485,0.22073895,0.11106795,0.58145845,0.33097505
C018,Escherichia coli K-12 BW25113,BW25113_0238,0,0.08102271,0.097834356,0.12556039,0.046009857,0.08760682825
C018,Escherichia coli K-12 BW25113,BW25113_0239,0,0.042529125,0.008856165,0.005707928,0.0036710543,0.015191068075
C018,Escherichia coli K-12 BW25113,BW25113_0240,0,0.041326497,0.038420603,0.19977835,0.03548316,0.07875215249999999
C018,Escherichia coli K-12 BW25113,BW25113_0241,0,0.1365016,0.16055052,0.1498457,0.15467887,0.1503941725
C018,Escherichia coli K-12 BW25113,BW25113_0242,0,0.051765885,0.21996099,0.03707203,0.08741207,0.09905274374999999
C018,Escherichia coli K-12 BW25113,BW25113_0243,0,0.33234462,0.32850268,0.09089539,0.15151896,0.22581541249999998
C018,Escherichia coli K-12 BW25113,BW25113_0245,0,0.07273798,0.018721186,5.582969e-05,0.027702251,0.029804311672499997
