file_id,organism,locus_tag,ess,conf,conf_aamean,conf_bos,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.028177593,0.013477693,0.103282824,0.04831270333333334
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.010814582,0.0018714587,0.008755832,0.0071472909
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.007118213,0.010702311,0.30274585,0.106855458
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.32148823,0.011327646,0.0026160306,0.11181063553333333
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.010859722,0.049485322,0.008997709,0.023114251000000002
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.0005666391,0.0027793439,0.041906424,0.015084135666666665
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.011838379,0.045393918,0.026401535,0.027877944
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.003098919,0.02953284,0.00080636324,0.011146040746666669
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.013669308,0.002656078,0.032846317,0.016390567666666665
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.00096392934,0.012212112,0.031337485,0.014837842113333333
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.19399793,0.55453247,0.5899247,0.4461517
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.39768314,0.60639316,0.55415064,0.51940898
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.03072707,0.026967278,0.14063184,0.06610872933333334
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.26464683,0.38703245,0.079832196,0.24383715866666666
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.32163998,0.6763746,0.81455743,0.60419067
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.010545687,0.009418483,0.0007998755,0.0069213485000000005
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.05267682,0.51950806,0.35126644,0.3078171066666667
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.26079604,0.30465195,0.046438858,0.2039622826666667
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.009532881,0.014521413,0.003957418,0.009337237333333333
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.7439702,0.38583302,0.71406895,0.6146240566666666
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.58773196,0.73592687,0.32295677,0.5488718666666667
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.964793,0.9204164,0.8978026,0.9276706666666666
C018,Escherichia coli K-12 BW25113,BW25113_0084,1,0.9828304,0.98670083,0.980839,0.9834567433333333
C018,Escherichia coli K-12 BW25113,BW25113_0085,1,0.98138577,0.9707615,0.9878349,0.9799940566666668
C018,Escherichia coli K-12 BW25113,BW25113_0086,1,0.9291315,0.95448196,0.995911,0.9598414866666666
C018,Escherichia coli K-12 BW25113,BW25113_0087,1,0.98059386,0.9761841,0.9870646,0.9812808533333334
C018,Escherichia coli K-12 BW25113,BW25113_0088,1,0.99430424,0.9762453,0.99411434,0.9882212933333333
C018,Escherichia coli K-12 BW25113,BW25113_0089,1,0.9826707,0.93111914,0.9729677,0.9622525133333334
C018,Escherichia coli K-12 BW25113,BW25113_0090,1,0.8996442,0.90393555,0.9743171,0.9259656166666667
C018,Escherichia coli K-12 BW25113,BW25113_0091,1,0.931523,0.985786,0.92122334,0.9461774466666667
C018,Escherichia coli K-12 BW25113,BW25113_0092,0,0.9502878,0.900884,0.9095711,0.9202476333333333
C018,Escherichia coli K-12 BW25113,BW25113_0093,1,0.9513737,0.7643567,0.99018025,0.9019702166666667
C018,Escherichia coli K-12 BW25113,BW25113_0094,1,0.99790937,0.9954471,0.9880127,0.9937897233333334
C018,Escherichia coli K-12 BW25113,BW25113_0095,1,0.9726582,0.948618,0.97947687,0.9669176899999999
C018,Escherichia coli K-12 BW25113,BW25113_0096,1,0.9724668,0.9350913,0.9830239,0.9635273333333333
C018,Escherichia coli K-12 BW25113,BW25113_0097,1,0.012340953,0.0015104675,0.0033257976,0.005725739366666666
C018,Escherichia coli K-12 BW25113,BW25113_0098,1,0.93954027,0.95890003,0.8785209,0.9256537333333332
C018,Escherichia coli K-12 BW25113,BW25113_0099,0,0.09279264,0.113398015,0.72759163,0.31126076166666666
C018,Escherichia coli K-12 BW25113,BW25113_0101,0,0.04017195,0.09810221,0.35435423,0.16420946333333333
C018,Escherichia coli K-12 BW25113,BW25113_0102,0,0.026024563,0.06764623,0.09630952,0.063326771
C018,Escherichia coli K-12 BW25113,BW25113_0103,0,0.95805204,0.9487891,0.99566084,0.9675006600000001
C018,Escherichia coli K-12 BW25113,BW25113_0104,0,0.17635481,0.25607184,0.10357568,0.17866744333333337
C018,Escherichia coli K-12 BW25113,BW25113_0106,0,0.030669712,0.018375602,0.03249313,0.027179481333333335
C018,Escherichia coli K-12 BW25113,BW25113_0107,0,0.0029646829,0.0028104298,0.06576916,0.023848090899999997
C018,Escherichia coli K-12 BW25113,BW25113_0108,0,3.0202875e-06,0.00066715555,0.00020548851,0.00029188811583333334
C018,Escherichia coli K-12 BW25113,BW25113_0109,0,0.1659227,0.35054716,0.32294628,0.27980538
C018,Escherichia coli K-12 BW25113,BW25113_0110,0,0.0009145505,0.011968122,0.01222258,0.008368417500000001
C018,Escherichia coli K-12 BW25113,BW25113_0111,0,0.036438845,0.035498623,0.0015274195,0.024488295833333337
C018,Escherichia coli K-12 BW25113,BW25113_0112,0,0.4036015,0.1315206,0.0019927276,0.17903827586666665
C018,Escherichia coli K-12 BW25113,BW25113_0113,0,0.24636923,0.018226389,0.0017334512,0.08877635673333334
C018,Escherichia coli K-12 BW25113,BW25113_0114,0,0.8886918,0.7656289,0.5562717,0.7368641333333333
C018,Escherichia coli K-12 BW25113,BW25113_0115,0,0.961558,0.8089317,0.93094814,0.90047928
C018,Escherichia coli K-12 BW25113,BW25113_0116,0,0.9567512,0.97050744,0.97448,0.9672462133333334
C018,Escherichia coli K-12 BW25113,BW25113_0117,0,0.0034197418,0.0009203509,0.0022381502,0.0021927476333333334
C018,Escherichia coli K-12 BW25113,BW25113_0118,0,0.8956943,0.77904826,0.6320823,0.76894162
C018,Escherichia coli K-12 BW25113,BW25113_0119,0,0.0043615,0.001867734,3.765982e-05,0.0020889646066666666
C018,Escherichia coli K-12 BW25113,BW25113_0120,0,0.016711848,0.005687355,0.005318339,0.009239180666666666
C018,Escherichia coli K-12 BW25113,BW25113_0121,0,0.021172045,0.06288814,0.06226262,0.048774268333333336
C018,Escherichia coli K-12 BW25113,BW25113_0122,0,0.0012066662,0.00016775077,0.004438156,0.0019375243233333336
C018,Escherichia coli K-12 BW25113,BW25113_0123,0,0.00014704035,0.0075185113,0.0022334866,0.0032996794166666663
C018,Escherichia coli K-12 BW25113,BW25113_0124,0,0.3774317,0.5204211,0.20977773,0.3692101766666666
C018,Escherichia coli K-12 BW25113,BW25113_0125,0,0.15522517,0.09668663,0.2318737,0.16126183333333333
C018,Escherichia coli K-12 BW25113,BW25113_0126,1,0.872664,0.74895173,0.9814538,0.8676898433333333
C018,Escherichia coli K-12 BW25113,BW25113_0127,0,0.11636086,0.13505803,0.050602388,0.10067375933333333
C018,Escherichia coli K-12 BW25113,BW25113_0128,0,0.44437498,0.17301378,0.2870911,0.30149328666666664
C018,Escherichia coli K-12 BW25113,BW25113_0129,0,0.0032478925,0.002158117,0.037835274,0.014413761166666669
C018,Escherichia coli K-12 BW25113,BW25113_0130,0,0.62243605,0.2233275,0.017937409,0.2879003196666667
C018,Escherichia coli K-12 BW25113,BW25113_0131,0,0.08033171,0.19920506,0.061272375,0.11360304833333333
C018,Escherichia coli K-12 BW25113,BW25113_0132,0,0.0021167477,0.006060638,0.0038795993,0.004018995
C018,Escherichia coli K-12 BW25113,BW25113_0133,0,0.9014182,0.91119504,0.70125085,0.8379546966666666
C018,Escherichia coli K-12 BW25113,BW25113_0134,0,0.717084,0.52703965,0.6677754,0.6372996833333334
C018,Escherichia coli K-12 BW25113,BW25113_0135,0,0.0020101785,0.0036437982,0.019275203,0.008309726566666667
C018,Escherichia coli K-12 BW25113,BW25113_0136,0,0.0001119658,0.00020696284,0.0010454147,0.00045478111333333335
C018,Escherichia coli K-12 BW25113,BW25113_0137,0,1.1626375e-05,3.3291726e-06,0.004201837,0.0014055975158666666
C018,Escherichia coli K-12 BW25113,BW25113_0138,0,0.00034422125,0.0009924505,0.0013267639,0.0008878118833333332
C018,Escherichia coli K-12 BW25113,BW25113_0139,0,0.059708327,0.23260823,0.055329766,0.11588210766666666
C018,Escherichia coli K-12 BW25113,BW25113_0140,0,0.032696705,0.5525439,0.021914741,0.20238511533333334
C018,Escherichia coli K-12 BW25113,BW25113_0141,0,6.0113824e-05,0.000566218,0.00070763426,0.0004446553613333333
C018,Escherichia coli K-12 BW25113,BW25113_0142,1,0.52792263,0.69590944,0.6376371,0.6204897233333333
C018,Escherichia coli K-12 BW25113,BW25113_0143,0,0.6664244,0.69641626,0.5007849,0.62120852
C018,Escherichia coli K-12 BW25113,BW25113_0144,0,0.09846323,0.040433493,0.61279196,0.25056289433333334
C018,Escherichia coli K-12 BW25113,BW25113_0145,0,0.55535734,0.58661133,0.30619982,0.48272283
C018,Escherichia coli K-12 BW25113,BW25113_0146,0,0.08103191,0.041618157,0.012968286,0.04520611766666666
C018,Escherichia coli K-12 BW25113,BW25113_0147,0,0.12718746,0.0668201,0.02633206,0.07344653999999999
C018,Escherichia coli K-12 BW25113,BW25113_0148,0,0.027668642,0.0036491286,0.044389524,0.025235764866666666
C018,Escherichia coli K-12 BW25113,BW25113_0149,0,0.1987427,0.18320432,0.060452547,0.14746652233333335
C018,Escherichia coli K-12 BW25113,BW25113_0150,0,0.045918398,0.07440771,0.019696733,0.04667428033333334
C018,Escherichia coli K-12 BW25113,BW25113_0151,0,0.012311914,0.014593224,0.0063662757,0.011090471233333335
C018,Escherichia coli K-12 BW25113,BW25113_0152,0,0.1998471,0.006363936,4.9702827e-05,0.068753579609
C018,Escherichia coli K-12 BW25113,BW25113_0153,0,0.0061515253,0.02104404,0.4393771,0.15552422176666666
C018,Escherichia coli K-12 BW25113,BW25113_0154,1,0.93246573,0.70826644,0.7608,0.8005107233333334
C018,Escherichia coli K-12 BW25113,BW25113_0155,0,0.08204927,0.022621218,0.02021338,0.041627956
C018,Escherichia coli K-12 BW25113,BW25113_0156,1,0.9487991,0.960063,0.9110031,0.9399550666666666
C018,Escherichia coli K-12 BW25113,BW25113_0157,0,0.029489445,0.021334149,0.002956795,0.01792679633333333
C018,Escherichia coli K-12 BW25113,BW25113_0158,0,0.0099237515,0.031715155,0.0027393678,0.014792758100000003
C018,Escherichia coli K-12 BW25113,BW25113_0159,0,0.9610552,0.6478643,0.96152097,0.85681349
C018,Escherichia coli K-12 BW25113,BW25113_0160,0,0.0021201698,0.0034000003,0.06954284,0.025021003366666666
C018,Escherichia coli K-12 BW25113,BW25113_0161,0,0.36863592,0.4475422,0.19380304,0.33666038666666664
C018,Escherichia coli K-12 BW25113,BW25113_0162,0,0.07508539,0.0032718752,0.03261808,0.03699178173333333
C018,Escherichia coli K-12 BW25113,BW25113_0163,0,0.14546831,0.07080158,0.1269612,0.11441036333333332
C018,Escherichia coli K-12 BW25113,BW25113_0164,0,0.47427136,0.44135153,0.06143388,0.32568559
C018,Escherichia coli K-12 BW25113,BW25113_0166,1,0.93545514,0.8764358,0.92394423,0.9119450566666667
C018,Escherichia coli K-12 BW25113,BW25113_0167,0,0.62536424,0.61038244,0.20540828,0.4803849866666667
C018,Escherichia coli K-12 BW25113,BW25113_0168,1,0.97623426,0.9511042,0.9713722,0.9662368866666666
C018,Escherichia coli K-12 BW25113,BW25113_0169,1,0.90169233,0.9286529,0.95587045,0.9287385600000001
C018,Escherichia coli K-12 BW25113,BW25113_0170,1,0.9539447,0.9757824,0.9185709,0.9494326666666666
C018,Escherichia coli K-12 BW25113,BW25113_0171,1,0.9804967,0.9681202,0.9869125,0.9785098
C018,Escherichia coli K-12 BW25113,BW25113_0172,1,0.93767613,0.9248859,0.88530344,0.9159551566666667
C018,Escherichia coli K-12 BW25113,BW25113_0173,1,0.9732333,0.9680191,0.9642901,0.9685141666666667
C018,Escherichia coli K-12 BW25113,BW25113_0174,1,0.89252853,0.93115324,0.9931097,0.9389304900000001
C018,Escherichia coli K-12 BW25113,BW25113_0175,1,0.9943146,0.99124724,0.97838634,0.9879827266666666
C018,Escherichia coli K-12 BW25113,BW25113_0176,1,0.9392886,0.9780975,0.9655534,0.9609798333333334
C018,Escherichia coli K-12 BW25113,BW25113_0177,1,0.9751971,0.9906623,0.98978454,0.9852146466666666
C018,Escherichia coli K-12 BW25113,BW25113_0178,0,0.69564164,0.6102155,0.8044641,0.7034404133333334
C018,Escherichia coli K-12 BW25113,BW25113_0179,1,0.9921182,0.98929685,0.98640835,0.9892744666666666
C018,Escherichia coli K-12 BW25113,BW25113_0180,1,0.9520624,0.9934411,0.898663,0.9480555
C018,Escherichia coli K-12 BW25113,BW25113_0181,1,0.9952426,0.9940789,0.99179816,0.9937065533333334
C018,Escherichia coli K-12 BW25113,BW25113_0182,1,0.9727534,0.9934989,0.8822365,0.9494962666666665
C018,Escherichia coli K-12 BW25113,BW25113_0183,0,0.5317202,0.74977666,0.23354818,0.5050150133333333
C018,Escherichia coli K-12 BW25113,BW25113_0184,1,0.9575728,0.946269,0.9707479,0.9581965666666666
C018,Escherichia coli K-12 BW25113,BW25113_0185,1,0.91003305,0.8998177,0.87354606,0.8944656033333334
C018,Escherichia coli K-12 BW25113,BW25113_0186,0,0.000536076,0.0025027655,0.005516149,0.0028516635
C018,Escherichia coli K-12 BW25113,BW25113_0187,0,0.0020355987,0.004379406,0.005266427,0.003893810566666666
C018,Escherichia coli K-12 BW25113,BW25113_0188,1,0.90898323,0.92942685,0.9915798,0.9433299600000001
C018,Escherichia coli K-12 BW25113,BW25113_0189,0,0.398473,0.22285528,0.21207835,0.27780221
C018,Escherichia coli K-12 BW25113,BW25113_0190,0,0.027449952,0.002253757,0.41325724,0.1476536496666667
C018,Escherichia coli K-12 BW25113,BW25113_0191,0,0.007627802,0.0033120385,0.0051999763,0.005379938933333334
C018,Escherichia coli K-12 BW25113,BW25113_0192,0,0.008402097,0.016306454,0.016882196,0.013863582333333332
C018,Escherichia coli K-12 BW25113,BW25113_0193,0,0.093536384,0.09906316,0.027165793,0.07325511233333333
C018,Escherichia coli K-12 BW25113,BW25113_0194,1,0.9763604,0.9160643,0.95207167,0.9481654566666666
C018,Escherichia coli K-12 BW25113,BW25113_0195,0,0.21194679,0.047319066,0.2031623,0.15414271866666665
C018,Escherichia coli K-12 BW25113,BW25113_0196,0,0.0039239884,0.00014643687,0.0012873447,0.0017859233233333332
C018,Escherichia coli K-12 BW25113,BW25113_0197,0,0.027880613,0.03310393,0.003676865,0.021553802666666663
C018,Escherichia coli K-12 BW25113,BW25113_0198,0,0.04638618,0.034515887,0.06917104,0.05002436899999999
C018,Escherichia coli K-12 BW25113,BW25113_0199,0,0.030752119,0.012494788,0.08031127,0.041186059000000004
C018,Escherichia coli K-12 BW25113,BW25113_0200,0,0.29700863,0.018674338,0.17912607,0.16493634599999998
C018,Escherichia coli K-12 BW25113,BW25113_0207,0,0.0024082852,0.064491406,0.07604286,0.047647517066666666
C018,Escherichia coli K-12 BW25113,BW25113_0208,0,0.147728,0.0066759884,0.16311164,0.1058385428
C018,Escherichia coli K-12 BW25113,BW25113_0209,0,0.008128268,0.082499,0.123332195,0.071319821
C018,Escherichia coli K-12 BW25113,BW25113_0210,0,0.0114969,0.007654062,0.11016331,0.043104757333333334
C018,Escherichia coli K-12 BW25113,BW25113_0211,0,0.0860762,0.017565055,0.02612122,0.04325415833333333
C018,Escherichia coli K-12 BW25113,BW25113_0212,0,0.63149977,0.6776056,0.15839471,0.4891666933333334
C018,Escherichia coli K-12 BW25113,BW25113_0213,0,0.038071085,0.0046620285,0.0027473725,0.015160161999999998
C018,Escherichia coli K-12 BW25113,BW25113_0214,0,0.40333247,0.43087527,0.12976415,0.3213239633333333
C018,Escherichia coli K-12 BW25113,BW25113_0215,0,0.831733,0.9349697,0.94822735,0.9049766833333334
C018,Escherichia coli K-12 BW25113,BW25113_0217,0,0.004160574,0.008028834,0.06083588,0.02434176266666667
C018,Escherichia coli K-12 BW25113,BW25113_0218,0,0.0009517274,0.029579133,0.014886777,0.015139212466666668
C018,Escherichia coli K-12 BW25113,BW25113_0219,0,0.0008285721,0.00059745467,0.002827092,0.0014177062566666666
C018,Escherichia coli K-12 BW25113,BW25113_0220,0,0.09044579,0.00174182,0.010798514,0.034328708
C018,Escherichia coli K-12 BW25113,BW25113_0221,0,0.0057491018,0.047634304,0.16063367,0.07133902526666668
C018,Escherichia coli K-12 BW25113,BW25113_0222,0,0.90506697,0.85734034,0.8238433,0.8620835366666667
C018,Escherichia coli K-12 BW25113,BW25113_0223,0,0.0012369981,0.0015014067,0.014715369,0.0058179246000000006
C018,Escherichia coli K-12 BW25113,BW25113_0224,0,0.023955228,0.0007262414,0.00082282803,0.008501432476666666
C018,Escherichia coli K-12 BW25113,BW25113_0225,0,0.020988125,0.099033475,0.22016962,0.11339707333333333
C018,Escherichia coli K-12 BW25113,BW25113_0226,0,0.624987,0.020811811,0.09160997,0.24580292699999998
C018,Escherichia coli K-12 BW25113,BW25113_0227,0,0.052221075,0.02498247,0.007104399,0.028102647999999997
C018,Escherichia coli K-12 BW25113,BW25113_0228,0,0.012756893,7.62663e-05,0.00085150835,0.004561555883333334
C018,Escherichia coli K-12 BW25113,BW25113_0229,0,0.33654788,0.20023817,0.22977482,0.25552029
C018,Escherichia coli K-12 BW25113,BW25113_0230,0,0.059456587,0.04525509,0.36274013,0.155817269
C018,Escherichia coli K-12 BW25113,BW25113_0231,0,0.007999349,0.0024007827,0.0054541095,0.005284747066666667
C018,Escherichia coli K-12 BW25113,BW25113_0232,0,0.31575868,0.37476075,0.7493454,0.4799549433333333
C018,Escherichia coli K-12 BW25113,BW25113_0233,0,0.10768043,0.05189651,0.3236822,0.16108638
C018,Escherichia coli K-12 BW25113,BW25113_0234,0,0.72663957,0.009027575,0.008715635,0.24812759333333334
C018,Escherichia coli K-12 BW25113,BW25113_0235,0,0.1603956,0.26371226,0.30168256,0.24193014000000002
C018,Escherichia coli K-12 BW25113,BW25113_0236,0,0.011496704,0.009322128,0.06175533,0.02752472066666667
C018,Escherichia coli K-12 BW25113,BW25113_0237,0,0.41063485,0.22073895,0.11106795,0.24748058333333334
C018,Escherichia coli K-12 BW25113,BW25113_0238,0,0.08102271,0.097834356,0.12556039,0.10147248533333335
C018,Escherichia coli K-12 BW25113,BW25113_0239,0,0.042529125,0.008856165,0.005707928,0.019031072666666666
C018,Escherichia coli K-12 BW25113,BW25113_0240,0,0.041326497,0.038420603,0.19977835,0.09317514999999998
C018,Escherichia coli K-12 BW25113,BW25113_0241,0,0.1365016,0.16055052,0.1498457,0.14896594
C018,Escherichia coli K-12 BW25113,BW25113_0242,0,0.051765885,0.21996099,0.03707203,0.10293296833333332
C018,Escherichia coli K-12 BW25113,BW25113_0243,0,0.33234462,0.32850268,0.09089539,0.25058089666666666
C018,Escherichia coli K-12 BW25113,BW25113_0245,0,0.07273798,0.018721186,5.582969e-05,0.03050499856333333
C018,Escherichia coli K-12 BW25113,BW25113_0246,0,0.030281909,0.022893483,0.26828262,0.10715267066666667
C018,Escherichia coli K-12 BW25113,BW25113_0247,0,0.00030645222,0.013429442,0.004823462,0.006186452073333334
C018,Escherichia coli K-12 BW25113,BW25113_0248,0,0.030610854,0.011836555,0.09931877,0.047255393
C018,Escherichia coli K-12 BW25113,BW25113_0249,0,0.006340327,0.041574437,0.09154166,0.046485474666666665
C018,Escherichia coli K-12 BW25113,BW25113_0250,0,0.0123835625,0.026565546,0.00018139319,0.013043500563333331
C018,Escherichia coli K-12 BW25113,BW25113_0251,0,0.10240238,0.5755881,0.022358626,0.23344970200000004
C018,Escherichia coli K-12 BW25113,BW25113_0252,0,0.070244856,0.03596967,0.13028602,0.07883351533333334
C018,Escherichia coli K-12 BW25113,BW25113_0253,0,0.01145529,0.0018648588,0.005600545,0.006306897933333333
C018,Escherichia coli K-12 BW25113,BW25113_0254,0,0.11347196,0.037037876,0.0010736991,0.05052784503333333
C018,Escherichia coli K-12 BW25113,BW25113_0256,0,0.041045588,0.016086731,0.00656717,0.021233163
C018,Escherichia coli K-12 BW25113,BW25113_0258,0,0.00013122297,0.00014213528,0.00018397953,0.00015244592666666665
C018,Escherichia coli K-12 BW25113,BW25113_0259,0,0.0026811578,0.0019806034,0.002801681,0.0024878140666666666
C018,Escherichia coli K-12 BW25113,BW25113_0260,0,0.057197947,0.0051687243,0.0058940463,0.022753572533333332
C018,Escherichia coli K-12 BW25113,BW25113_0261,0,0.17665693,0.075420916,0.31248096,0.18818626866666666
C018,Escherichia coli K-12 BW25113,BW25113_0262,0,0.025438916,0.024000362,0.10324621,0.05089516266666667
C018,Escherichia coli K-12 BW25113,BW25113_0263,0,0.35214138,0.09462346,0.046575326,0.164446722
C018,Escherichia coli K-12 BW25113,BW25113_0264,0,0.055606782,0.01097262,0.42441326,0.16366422066666667
C018,Escherichia coli K-12 BW25113,BW25113_0265,0,0.04311686,0.082700185,0.03359525,0.05313743166666666
C018,Escherichia coli K-12 BW25113,BW25113_0266,0,0.23565343,0.1671435,0.4838887,0.29556187666666667
C018,Escherichia coli K-12 BW25113,BW25113_0267,0,0.00019316364,0.002148748,0.00076776964,0.0010365604266666668
C018,Escherichia coli K-12 BW25113,BW25113_0268,0,0.009976536,0.35169894,0.015037755,0.125571077
