file_id,organism,locus_tag,ess,conf,conf_aamean,conf_bos,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.9157466,0.96831614,0.9566485,0.9687881,0.9523748350000001
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.0031104276,0.23577568,0.039718896,0.5292155,0.20195512589999998
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.0013364422,0.0017841876,0.003025094,0.012625913,0.0046929092
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.2093381,0.64772373,0.57082134,0.062476166,0.37258983399999995
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.29747108,0.80144906,0.9207987,0.45043695,0.6175389475
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.63555145,0.9148733,0.77107185,0.85286605,0.7935906625
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.994228,0.9989477,0.0446335,0.83328176,0.71777274
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.04934157,0.009944524,0.01373823,0.0022341956,0.0188146299
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.039744493,0.14075436,0.01657449,0.045677118,0.06068761524999999
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.01835515,0.018957345,0.023169711,0.0015742832,0.015514122299999999
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.11110657,0.03626905,0.030202936,0.010187486,0.0469415105
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.0015569445,0.0008978255,0.023022143,0.07763855,0.025778865749999998
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.0053295023,0.011016204,0.010458456,0.0006173557,0.006855379499999999
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.056192555,0.0028323599,0.011966166,0.00054124807,0.0178830822425
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.00027830518,0.0015957459,0.06510104,0.051147692,0.029530695769999997
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.08550158,0.036314778,0.32479793,0.05708316,0.125924362
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.005841362,0.09199847,0.0074814768,0.0124722915,0.029448400075
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.032565985,0.2659984,0.058391638,0.19237994,0.13733399075000002
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.0030885423,0.037655994,0.33311716,0.4991927,0.21826359907499998
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.010216096,0.12226903,0.19087406,0.3094208,0.15819499650000002
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.62046343,0.30918342,0.5407152,0.4351931,0.47638878749999997
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.30686107,0.221687,0.2853454,0.038388103,0.21307039325
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.3253184,0.32588264,0.5953437,0.12759477,0.3435348775
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.7498754,0.86671835,0.44282746,0.86661154,0.7315081875
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.024148231,0.013721506,0.00940221,0.028495435,0.0189418455
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.0068647494,0.13963228,0.40889573,0.32375032,0.21978576984999998
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.09761205,0.6582819,0.18603852,0.24379638,0.29643221249999996
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.0067492714,0.017663516,0.11231989,0.003974874,0.03517688785
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.8255354,0.96203613,0.90938,0.7138626,0.8527035325000001
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.62204844,0.7584558,0.854192,0.86196595,0.7741655475
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.96409047,0.95917237,0.9614367,0.91126233,0.9489904675
C018,Escherichia coli K-12 BW25113,BW25113_0084,1,0.93708384,0.986376,0.94811857,0.99549955,0.96676949
C018,Escherichia coli K-12 BW25113,BW25113_0085,1,0.95855445,0.9746176,0.943342,0.97033215,0.96171155
C018,Escherichia coli K-12 BW25113,BW25113_0086,1,0.87459946,0.92500585,0.99185365,0.9604011,0.937965015
C018,Escherichia coli K-12 BW25113,BW25113_0087,1,0.982768,0.9476654,0.9864829,0.98882747,0.9764359425
C018,Escherichia coli K-12 BW25113,BW25113_0088,1,0.9438681,0.9094983,0.8953326,0.99334586,0.935511215
C018,Escherichia coli K-12 BW25113,BW25113_0089,1,0.99469984,0.9956623,0.9890723,0.982451,0.9904713599999999
C018,Escherichia coli K-12 BW25113,BW25113_0090,1,0.97301483,0.9934081,0.98927796,0.9944094,0.9875275725
C018,Escherichia coli K-12 BW25113,BW25113_0091,1,0.9531443,0.9462805,0.9947461,0.98206836,0.9690598149999999
C018,Escherichia coli K-12 BW25113,BW25113_0092,0,0.48875925,0.80182624,0.90862375,0.7752171,0.743606585
C018,Escherichia coli K-12 BW25113,BW25113_0093,1,0.9494305,0.9983492,0.96644974,0.9689443,0.9707934349999999
C018,Escherichia coli K-12 BW25113,BW25113_0094,1,0.9760118,0.99016935,0.9887454,0.98229665,0.9843057999999999
C018,Escherichia coli K-12 BW25113,BW25113_0095,1,0.9144694,0.97079873,0.95966685,0.9642473,0.95229557
C018,Escherichia coli K-12 BW25113,BW25113_0096,1,0.9439103,0.8957649,0.9434226,0.9803069,0.9408511749999999
C018,Escherichia coli K-12 BW25113,BW25113_0097,1,0.68412703,0.24470311,0.15541036,0.28336647,0.3419017425
C018,Escherichia coli K-12 BW25113,BW25113_0098,1,0.88737917,0.970851,0.8938564,0.9619073,0.9284984675000001
C018,Escherichia coli K-12 BW25113,BW25113_0099,0,0.771445,0.39136818,0.9324468,0.86890996,0.741042485
C018,Escherichia coli K-12 BW25113,BW25113_0101,0,0.13861516,0.056469448,0.10098095,0.11359695,0.10241562700000001
C018,Escherichia coli K-12 BW25113,BW25113_0102,0,0.032787103,0.102708384,0.0007221282,0.0915922,0.0569524538
C018,Escherichia coli K-12 BW25113,BW25113_0103,0,0.64920837,0.9737984,0.9864231,0.98004514,0.8973687525
C018,Escherichia coli K-12 BW25113,BW25113_0104,0,0.26508066,0.039248653,0.43084753,0.4530757,0.29706313575000004
C018,Escherichia coli K-12 BW25113,BW25113_0106,0,0.013898117,0.069592565,0.0906933,0.013745616,0.0469823995
C018,Escherichia coli K-12 BW25113,BW25113_0107,0,0.24205199,0.05151937,0.015322297,0.014499614,0.08084831775
C018,Escherichia coli K-12 BW25113,BW25113_0108,0,0.00070470775,3.679476e-05,0.09208621,0.01158239,0.0261025256275
C018,Escherichia coli K-12 BW25113,BW25113_0109,0,0.25046915,0.47246444,0.13764845,0.32798496,0.29714175
C018,Escherichia coli K-12 BW25113,BW25113_0110,0,0.003317379,0.049905423,0.006219046,0.2652849,0.081181687
C018,Escherichia coli K-12 BW25113,BW25113_0111,0,0.00026733443,0.026866945,0.032630187,0.0654809,0.0313113416075
C018,Escherichia coli K-12 BW25113,BW25113_0112,0,0.03400317,0.038064163,0.019379972,0.046905406,0.03458817775
C018,Escherichia coli K-12 BW25113,BW25113_0113,0,0.007363486,0.0047229845,0.024366675,0.010463442,0.011729146874999999
C018,Escherichia coli K-12 BW25113,BW25113_0114,0,0.72292894,0.79741925,0.9081235,0.7728077,0.8003198475
C018,Escherichia coli K-12 BW25113,BW25113_0115,0,0.8752042,0.8505913,0.717251,0.9499706,0.848254275
C018,Escherichia coli K-12 BW25113,BW25113_0116,0,0.83885235,0.90310043,0.851723,0.9568347,0.88762762
C018,Escherichia coli K-12 BW25113,BW25113_0117,0,0.023818176,0.005123994,0.041081138,0.013691222,0.020928632500000002
C018,Escherichia coli K-12 BW25113,BW25113_0118,0,0.8502539,0.8418413,0.6854054,0.8252343,0.8006837250000001
C018,Escherichia coli K-12 BW25113,BW25113_0119,0,0.005182219,0.0005263476,0.11890596,0.058271796,0.04572158065
C018,Escherichia coli K-12 BW25113,BW25113_0120,0,0.16493915,0.13773851,0.013410313,0.014201429,0.0825723505
C018,Escherichia coli K-12 BW25113,BW25113_0121,0,0.016339332,0.018064037,0.0059470255,0.20699382,0.061836053625
C018,Escherichia coli K-12 BW25113,BW25113_0122,0,0.03296562,0.0765567,0.114821665,0.30040878,0.13118819125
C018,Escherichia coli K-12 BW25113,BW25113_0123,0,0.0050149737,0.008722271,0.034890857,0.0022679684,0.012724017524999999
C018,Escherichia coli K-12 BW25113,BW25113_0124,0,0.1563069,0.226386,0.46860516,0.25165588,0.275738485
C018,Escherichia coli K-12 BW25113,BW25113_0125,0,0.073688604,0.088647634,0.29778028,0.07784062,0.1344892845
C018,Escherichia coli K-12 BW25113,BW25113_0126,1,0.8690305,0.97245455,0.77804047,0.9608852,0.89510268
C018,Escherichia coli K-12 BW25113,BW25113_0127,0,0.21065597,0.1347713,0.05673029,0.25198328,0.16353521
C018,Escherichia coli K-12 BW25113,BW25113_0128,0,0.004389264,0.016115036,0.18526569,0.004601606,0.052592899000000005
C018,Escherichia coli K-12 BW25113,BW25113_0129,0,0.029428821,0.050423473,0.048034556,0.04186707,0.04243848
C018,Escherichia coli K-12 BW25113,BW25113_0130,0,0.2197772,0.20847863,0.14892784,0.029387066,0.151642684
C018,Escherichia coli K-12 BW25113,BW25113_0131,0,0.015953148,0.0252052,0.03407469,0.09605774,0.0428226945
C018,Escherichia coli K-12 BW25113,BW25113_0132,0,0.026481979,0.11315774,0.002494145,0.028323306,0.0426142925
C018,Escherichia coli K-12 BW25113,BW25113_0133,0,0.77993304,0.55426383,0.70005625,0.1031642,0.53435433
C018,Escherichia coli K-12 BW25113,BW25113_0134,0,0.3951192,0.56081,0.83605874,0.15220173,0.4860474175
C018,Escherichia coli K-12 BW25113,BW25113_0135,0,0.011371188,0.011217544,0.0022177377,0.019594736,0.011100301425
C018,Escherichia coli K-12 BW25113,BW25113_0136,0,0.015229945,0.011215921,0.02999095,0.25274253,0.0772948365
C018,Escherichia coli K-12 BW25113,BW25113_0137,0,0.0031572178,0.0015530473,0.058437273,0.16623929,0.057346707025
C018,Escherichia coli K-12 BW25113,BW25113_0138,0,0.030413812,0.020423144,0.024574813,0.05726507,0.03316920975
C018,Escherichia coli K-12 BW25113,BW25113_0139,0,0.057798557,0.052933104,0.00673488,0.052872036,0.04258464425
C018,Escherichia coli K-12 BW25113,BW25113_0140,0,0.0047266977,0.24700326,0.015105283,0.11463229,0.09536688267500001
C018,Escherichia coli K-12 BW25113,BW25113_0141,0,0.0061488445,0.004763184,0.055005252,0.02475473,0.022668002625
C018,Escherichia coli K-12 BW25113,BW25113_0142,1,0.8480321,0.46198118,0.7816163,0.91984993,0.7528698775
C018,Escherichia coli K-12 BW25113,BW25113_0143,0,0.41094747,0.3329819,0.35169736,0.74256927,0.459549
C018,Escherichia coli K-12 BW25113,BW25113_0144,0,0.08219833,0.28927496,0.1067448,0.30184835,0.19501661
C018,Escherichia coli K-12 BW25113,BW25113_0145,0,0.77786225,0.70072645,0.2431493,0.06695653,0.4471736325
C018,Escherichia coli K-12 BW25113,BW25113_0146,0,0.005867983,0.013177182,0.019978326,0.15867308,0.04942414275
C018,Escherichia coli K-12 BW25113,BW25113_0147,0,0.040928863,0.017405398,0.007411642,0.19252366,0.06456739075000001
C018,Escherichia coli K-12 BW25113,BW25113_0148,0,0.018613547,0.009778925,0.009236345,0.016149962,0.01344469475
C018,Escherichia coli K-12 BW25113,BW25113_0149,0,0.0728172,0.20671308,0.08910895,0.06356587,0.108051275
C018,Escherichia coli K-12 BW25113,BW25113_0150,0,0.039880976,0.06698106,0.015143545,0.057759333,0.0449412285
C018,Escherichia coli K-12 BW25113,BW25113_0151,0,0.13121246,0.05147866,0.054111287,0.09434394,0.08278658675
C018,Escherichia coli K-12 BW25113,BW25113_0152,0,0.00078621274,0.001197481,0.00422677,0.015083626,0.005323522435
C018,Escherichia coli K-12 BW25113,BW25113_0153,0,0.18456581,0.102871716,0.37142986,0.08147263,0.18508500400000003
C018,Escherichia coli K-12 BW25113,BW25113_0154,1,0.45616025,0.6529527,0.7334393,0.8497104,0.6730656625
C018,Escherichia coli K-12 BW25113,BW25113_0155,0,0.01545179,0.06894979,0.013167997,0.23888233,0.08411297675
C018,Escherichia coli K-12 BW25113,BW25113_0156,1,0.80394113,0.80270433,0.9522439,0.89649695,0.8638465775
C018,Escherichia coli K-12 BW25113,BW25113_0157,0,0.03683289,0.013591608,0.1667717,0.0020869183,0.054820779075
C018,Escherichia coli K-12 BW25113,BW25113_0158,0,0.0095600765,0.0014874727,0.0016215143,0.009207195,0.005469064625
C018,Escherichia coli K-12 BW25113,BW25113_0159,0,0.8305531,0.5945204,0.76649237,0.48643103,0.6694992249999999
C018,Escherichia coli K-12 BW25113,BW25113_0160,0,0.015507527,0.033513147,0.1141511,0.03338727,0.049139761
C018,Escherichia coli K-12 BW25113,BW25113_0161,0,0.28247818,0.05663217,0.042924892,0.2075594,0.1473986605
C018,Escherichia coli K-12 BW25113,BW25113_0162,0,0.0974669,0.16140606,0.024932474,0.028712574,0.07812950199999999
C018,Escherichia coli K-12 BW25113,BW25113_0163,0,0.02863978,0.48192182,0.23439671,0.086731896,0.20792255149999997
C018,Escherichia coli K-12 BW25113,BW25113_0164,0,0.122184515,0.06161478,0.33376533,0.29893115,0.20412394374999998
C018,Escherichia coli K-12 BW25113,BW25113_0166,1,0.6921077,0.92735964,0.8878821,0.9385097,0.861464785
C018,Escherichia coli K-12 BW25113,BW25113_0167,0,0.2404108,0.46214733,0.18729398,0.50483173,0.34867096
C018,Escherichia coli K-12 BW25113,BW25113_0168,1,0.83712846,0.8357202,0.7797457,0.9314478,0.84601054
C018,Escherichia coli K-12 BW25113,BW25113_0169,1,0.95414984,0.9073412,0.9223373,0.96976566,0.9383984999999999
C018,Escherichia coli K-12 BW25113,BW25113_0170,1,0.93450266,0.98215115,0.84207803,0.9530472,0.92794476
C018,Escherichia coli K-12 BW25113,BW25113_0171,1,0.9859439,0.9660573,0.975863,0.97835577,0.9765549925
C018,Escherichia coli K-12 BW25113,BW25113_0172,1,0.9863739,0.9769927,0.9802387,0.947972,0.9728943250000001
C018,Escherichia coli K-12 BW25113,BW25113_0173,1,0.95063925,0.99156296,0.99494344,0.97906053,0.979051545
C018,Escherichia coli K-12 BW25113,BW25113_0174,1,0.9459329,0.98597765,0.9895695,0.9687593,0.9725598375
C018,Escherichia coli K-12 BW25113,BW25113_0175,1,0.9885261,0.9782437,0.9888787,0.9779407,0.9833973
C018,Escherichia coli K-12 BW25113,BW25113_0176,1,0.92151135,0.95332867,0.9348478,0.96199214,0.9429199899999999
C018,Escherichia coli K-12 BW25113,BW25113_0177,1,0.9598605,0.9910693,0.9933247,0.9703516,0.978651525
C018,Escherichia coli K-12 BW25113,BW25113_0178,0,0.9316046,0.89032763,0.76467705,0.72590566,0.8281287350000001
C018,Escherichia coli K-12 BW25113,BW25113_0179,1,0.953459,0.9825643,0.98571765,0.9563211,0.9695155125000001
C018,Escherichia coli K-12 BW25113,BW25113_0180,1,0.9922118,0.9914152,0.97312826,0.96998525,0.9816851275
C018,Escherichia coli K-12 BW25113,BW25113_0181,1,0.97513425,0.96674055,0.9564946,0.9883039,0.971668325
C018,Escherichia coli K-12 BW25113,BW25113_0182,1,0.89984035,0.96829873,0.8834661,0.98323303,0.9337095525
C018,Escherichia coli K-12 BW25113,BW25113_0183,0,0.34346572,0.5959279,0.11282095,0.2976258,0.3374600925
C018,Escherichia coli K-12 BW25113,BW25113_0184,1,0.93052906,0.9353524,0.9673816,0.90669274,0.93498895
C018,Escherichia coli K-12 BW25113,BW25113_0185,1,0.8108185,0.91805726,0.99517447,0.99550503,0.929888815
C018,Escherichia coli K-12 BW25113,BW25113_0186,0,0.001672481,0.020856123,0.016161354,0.0041981097,0.010722016925
C018,Escherichia coli K-12 BW25113,BW25113_0187,0,0.0012824422,0.016873952,0.009825824,0.028165633,0.0140369628
C018,Escherichia coli K-12 BW25113,BW25113_0188,1,0.96670735,0.9048277,0.81057686,0.5578375,0.8099873524999999
C018,Escherichia coli K-12 BW25113,BW25113_0189,0,0.03240272,0.059962824,0.06073067,0.022643095,0.04393482725
C018,Escherichia coli K-12 BW25113,BW25113_0190,0,0.0069377376,0.031580437,0.23515286,0.075641535,0.08732814239999999
C018,Escherichia coli K-12 BW25113,BW25113_0191,0,0.04581947,0.030613327,0.14613119,0.0481344,0.06767459675
C018,Escherichia coli K-12 BW25113,BW25113_0192,0,0.022700688,0.0055257,0.048774328,0.003285499,0.02007155375
C018,Escherichia coli K-12 BW25113,BW25113_0193,0,0.005257542,0.008358185,0.0003056705,0.009278957,0.005800088625
C018,Escherichia coli K-12 BW25113,BW25113_0194,1,0.9395165,0.9581226,0.9738641,0.91652644,0.9470074100000001
C018,Escherichia coli K-12 BW25113,BW25113_0195,0,0.015153882,0.0154966265,0.05493683,0.015861193,0.025362132875
C018,Escherichia coli K-12 BW25113,BW25113_0196,0,0.00013695001,0.0011455581,0.009851707,0.019577945,0.007678040027499999
C018,Escherichia coli K-12 BW25113,BW25113_0197,0,0.16620208,0.03032285,0.010768236,0.17214306,0.09485905649999998
C018,Escherichia coli K-12 BW25113,BW25113_0198,0,0.0010841654,0.00059699785,0.0011972226,0.007113506,0.0024979729625
C018,Escherichia coli K-12 BW25113,BW25113_0199,0,0.26840368,0.08254654,0.07752768,0.16332692,0.14795120499999997
C018,Escherichia coli K-12 BW25113,BW25113_0200,0,0.10486919,0.22233771,0.52456015,0.5385298,0.3475742125
C018,Escherichia coli K-12 BW25113,BW25113_0207,0,0.030123267,0.06801067,0.009619455,0.092207216,0.049990151999999996
C018,Escherichia coli K-12 BW25113,BW25113_0208,0,0.20987159,0.1980839,0.20188878,0.09105595,0.175225055
C018,Escherichia coli K-12 BW25113,BW25113_0209,0,0.06809375,0.24231683,0.0019233851,0.0018851731,0.07855478455
C018,Escherichia coli K-12 BW25113,BW25113_0210,0,0.022127222,0.005787011,0.02200195,0.109871775,0.0399469895
C018,Escherichia coli K-12 BW25113,BW25113_0211,0,0.23121668,0.011899358,0.37378728,0.0023741676,0.1548193714
C018,Escherichia coli K-12 BW25113,BW25113_0212,0,0.14519079,0.35767773,0.0473173,0.0058209775,0.139001699375
C018,Escherichia coli K-12 BW25113,BW25113_0213,0,0.001521063,0.022045074,0.09129074,0.029184647,0.036010381
C018,Escherichia coli K-12 BW25113,BW25113_0214,0,0.57226616,0.5011566,0.5750419,0.32878247,0.49431178249999996
C018,Escherichia coli K-12 BW25113,BW25113_0215,0,0.78135294,0.9173419,0.92994356,0.923524,0.8880406
C018,Escherichia coli K-12 BW25113,BW25113_0217,0,0.023639979,0.008730355,0.1470088,0.42450395,0.150970771
C018,Escherichia coli K-12 BW25113,BW25113_0218,0,0.011381796,0.00296743,0.036281712,0.2615085,0.0780348595
C018,Escherichia coli K-12 BW25113,BW25113_0219,0,0.009100104,0.005678234,0.034304988,0.36085844,0.1024854415
C018,Escherichia coli K-12 BW25113,BW25113_0220,0,0.0016267395,0.006421881,0.0692517,0.045694683,0.030748750874999998
C018,Escherichia coli K-12 BW25113,BW25113_0221,0,0.06467718,0.14288047,0.00673607,0.0054619703,0.05493892257500001
C018,Escherichia coli K-12 BW25113,BW25113_0222,0,0.77554953,0.8364268,0.8118675,0.92208415,0.836481995
C018,Escherichia coli K-12 BW25113,BW25113_0223,0,0.017582763,0.007708293,0.02607153,0.0020037403,0.013341581575
C018,Escherichia coli K-12 BW25113,BW25113_0224,0,0.052548885,0.16006547,0.17865169,0.3106475,0.17547838625
C018,Escherichia coli K-12 BW25113,BW25113_0225,0,0.30853376,0.15399158,0.04595399,0.08917645,0.149413945
C018,Escherichia coli K-12 BW25113,BW25113_0226,0,0.027095808,0.20579045,0.62409806,0.08373078,0.23517877450000002
C018,Escherichia coli K-12 BW25113,BW25113_0227,0,0.07114578,0.5693646,0.09179528,0.03871155,0.19275430250000003
C018,Escherichia coli K-12 BW25113,BW25113_0228,0,0.23215145,0.016231803,0.0012561531,0.0075036283,0.06428575859999999
C018,Escherichia coli K-12 BW25113,BW25113_0229,0,0.18241504,0.056041356,0.24061994,0.02237981,0.1253640365
C018,Escherichia coli K-12 BW25113,BW25113_0230,0,0.3496986,0.38691613,0.6623596,0.26179492,0.41519231250000005
C018,Escherichia coli K-12 BW25113,BW25113_0231,0,0.05787238,0.3466744,0.0047106184,0.010520768,0.1049445416
C018,Escherichia coli K-12 BW25113,BW25113_0232,0,0.7494253,0.78710103,0.78631324,0.12224088,0.6112701125000001
C018,Escherichia coli K-12 BW25113,BW25113_0233,0,0.26326743,0.09453534,0.16921394,0.25437343,0.19534753500000002
C018,Escherichia coli K-12 BW25113,BW25113_0234,0,0.0695877,0.005106599,0.20635152,0.041089162,0.08053374525000001
C018,Escherichia coli K-12 BW25113,BW25113_0235,0,0.0047514304,0.02968118,0.027350472,0.10837036,0.0425383606
C018,Escherichia coli K-12 BW25113,BW25113_0236,0,0.0027733832,0.4878946,0.031489074,0.065080225,0.14680932054999998
C018,Escherichia coli K-12 BW25113,BW25113_0237,0,0.037875663,0.05676629,0.15069406,0.4533517,0.17467192825
C018,Escherichia coli K-12 BW25113,BW25113_0238,0,0.29540694,0.12639698,0.060110696,0.48546427,0.2418447215
C018,Escherichia coli K-12 BW25113,BW25113_0239,0,0.00041223617,0.105088405,0.056815766,0.0101277055,0.043111028167499996
C018,Escherichia coli K-12 BW25113,BW25113_0240,0,0.063975215,0.052873712,0.23008919,0.1977037,0.13616045425
C018,Escherichia coli K-12 BW25113,BW25113_0241,0,0.3590644,0.22725268,0.17768104,0.48445883,0.3121142375
C018,Escherichia coli K-12 BW25113,BW25113_0242,0,0.14033146,0.43456995,0.23693581,0.20749159,0.2548322025
C018,Escherichia coli K-12 BW25113,BW25113_0243,0,0.11673053,0.14143224,0.09399651,0.015145829,0.09182627724999999
C018,Escherichia coli K-12 BW25113,BW25113_0245,0,0.036630433,0.22784738,0.28759417,0.15957144,0.17791085575
C018,Escherichia coli K-12 BW25113,BW25113_0246,0,0.045606527,0.5688626,0.07878237,0.53354037,0.30669796675
C018,Escherichia coli K-12 BW25113,BW25113_0247,0,0.052461613,0.25795907,0.012509346,0.03346083,0.08909771475
